Año,País,Valor
2020,GRC,15.575
2021,GRC,15.121
2022,GRC,14.652
2023,GRC,14.094
2019,ITA,4.805
2020,ITA,4.689
2021,ITA,4.61
2022,ITA,4.811
2023,ITA,5.014
2019,MEX,10.881
2020,MEX,11.347
2021,MEX,11.082
2022,MEX,10.676
2023,MEX,10.642
2019,G7,0.234583194456578
2020,G7,0.237666881169695
2021,G7,0.233796461555692
2022,G7,0.217218056905002
2019,EU19OECD,12.487
2020,EU19OECD,12.492
2021,EU19OECD,12.397
2022,EU19OECD,12.247
2023,EU19OECD,12.101
2019,ISL,11.713
2020,ISL,11.928
2021,ISL,11.455
2022,ISL,11.213
2023,ISL,11.162
2019,SVN,5.834
2020,SVN,5.301
2021,SVN,5.763
2022,SVN,5.922
2023,SVN,5.996
2019,JPN,9.639
2020,JPN,9.469
2021,JPN,9.361
2022,JPN,9.325
2023,JPN,9.105
2019,RUS,9.437
2020,RUS,9.711
2021,RUS,9.934
2022,RUS,10.085
2019,OECD,0.008
2020,OECD,0.007
2021,OECD,0.007
2022,OECD,0.007
2023,OECD,0.005
2019,E,8.21367180710234
2020,E,8.21378307306355
2021,E,8.21328631378994
2022,E,8.22965672983666
2019,EU19OECD,10.764
2020,EU19OECD,10.913
2021,EU19OECD,11.0
2022,EU19OECD,10.889
2023,EU19OECD,10.808
2019,COL,10.017
2020,COL,9.95
2021,COL,9.613
2022,COL,9.62
2023,COL,9.605
2019,SWE,3.844
2020,SWE,3.48
2021,SWE,3.721
2022,SWE,4.341
2023,SWE,4.316
2019,LTU,11.221
2020,LTU,10.864
2021,LTU,10.297
2022,LTU,10.619
2023,LTU,9.959
2019,KOR,9.995
2020,KOR,9.999
2021,KOR,10.0
2022,KOR,10.194
2023,KOR,10.173
2019,CRI,10.63
2020,CRI,10.845
2021,CRI,11.241
2022,CRI,10.738
2023,CRI,9.913
2019,CRI,9.522
2020,CRI,9.341
2021,CRI,9.644
2022,CRI,9.356
2023,CRI,8.131
2019,EST,12.055
2020,EST,12.252
2021,EST,11.976
2022,EST,12.544
2023,EST,12.458
2019,KOR,10.376
2020,KOR,10.258
2021,KOR,10.514
2022,KOR,10.537
2023,KOR,10.192
2019,ISL,10.151
2020,ISL,9.426
2021,ISL,8.65
2022,ISL,9.036
2023,ISL,9.192
2019,ISL,4.119
2020,ISL,4.053
2021,ISL,4.252
2022,ISL,4.197
2023,ISL,4.282
2019,IND,8.092
2020,IND,8.456
2021,IND,8.476
2022,IND,8.173
2023,IND,8.021
2019,CYP,6.524
2020,CYP,6.231
2021,CYP,6.78
2022,CYP,6.545
2023,CYP,6.334
2019,CYP,6.031
2020,CYP,6.249
2021,CYP,7.172
2022,CYP,6.977
2023,CYP,6.917
2019,EU27,13.406
2020,EU27,13.362
2021,EU27,13.242
2022,EU27,13.106
2023,EU27,13.013
2019,IDN,11.491
2019,CYP,13.216
2020,CYP,13.695
2021,CYP,13.37
2022,CYP,13.259
2023,CYP,13.33
2019,DNK,3.202
2020,DNK,4.463
2021,DNK,3.435
2022,DNK,2.005
2023,DNK,3.118
2019,GRC,7.829
2020,GRC,7.875
2021,GRC,7.611
2022,GRC,7.715
2023,GRC,7.45
2019,HRV,14.658
2020,HRV,14.675
2021,HRV,14.679
2022,HRV,14.659
2023,HRV,12.997
2019,MLT,0.131
2020,MLT,0.201
2022,MLT,0.705
2023,MLT,0.402
2019,ISL,22.059
2020,ISL,12.5
2021,ISL,17.48
2022,ISL,14.799
2023,ISL,13.49
2019,ROU,8.148
2020,ROU,7.859
2021,ROU,7.515
2022,ROU,7.116
2023,ROU,7.112
2019,EU22OECD,10.903
2020,EU22OECD,11.018
2021,EU22OECD,11.097
2022,EU22OECD,11.012
2023,EU22OECD,10.91
2019,LVA,11.083
2020,LVA,11.174
2021,LVA,11.655
2022,LVA,12.049
2023,LVA,12.153
2019,CZE,14.319
2020,CZE,15.281
2021,CZE,16.069
2022,CZE,16.406
2023,CZE,16.374
2019,LTU,0.423
2020,LTU,0.504
2021,LTU,0.304
2022,LTU,0.289
2023,LTU,0.331
2019,GBR,0.215
2020,GBR,0.197
2021,GBR,0.173
2022,GBR,0.181
2023,GBR,0.37
2019,SWE,9.956
2020,SWE,9.746
2021,SWE,9.384
2022,SWE,8.99
2023,SWE,8.644
2019,COL,7.895
2020,COL,7.759
2021,COL,7.558
2022,COL,7.621
2023,COL,7.66
2019,DNK,12.077
2020,DNK,12.362
2021,DNK,12.336
2022,DNK,11.624
2023,DNK,11.287
2019,NOR,7.287
2020,NOR,7.727
2021,NOR,1.849
2022,NOR,4.858
2023,NOR,5.768
2019,MEX,11.396
2020,MEX,11.727
2021,MEX,11.608
2022,MEX,11.287
2023,MEX,11.188
2019,GRC,0.00320978095004504
2020,GRC,0.0110038668452454
2021,GRC,0.0139266255564215
2022,GRC,0.00810306379082789
2019,BGR,12.192
2020,BGR,12.094
2021,BGR,12.446
2022,BGR,12.137
2023,BGR,12.015
2019,MLT,6.59
2020,MLT,6.525
2021,MLT,6.753
2022,MLT,6.615
2023,MLT,6.79
2019,NLD,10.068
2020,NLD,10.372
2021,NLD,10.494
2022,NLD,10.558
2023,NLD,10.586
2019,ESP,7.232
2020,ESP,7.437
2021,ESP,7.563
2022,ESP,7.671
2023,ESP,7.737
2019,ISR,12.022
2020,ISR,12.062
2021,ISR,11.741
2022,ISR,11.422
2023,ISR,11.041
2019,COL,5.469
2020,COL,5.614
2021,COL,5.936
2022,COL,6.03
2023,COL,6.237
2019,E,7.2156547813731
2020,E,7.12872141673759
2021,E,7.89662363678178
2022,E,7.41494042887586
2019,ZAF,2.677
2020,ZAF,2.722
2021,ZAF,2.777
2022,ZAF,2.83
2023,ZAF,2.89
2019,BGR,6.633
2020,BGR,7.448
2021,BGR,5.712
2022,BGR,5.786
2023,BGR,6.418
2019,IND,1.149
2020,IND,1.087
2021,IND,1.066
2022,IND,1.254
2023,IND,1.36
2019,AUS,11.16
2020,AUS,11.51
2021,AUS,11.682
2022,AUS,11.632
2023,AUS,11.557
2019,IRL,10.134
2020,IRL,9.701
2021,IRL,9.344
2022,IRL,8.965
2023,IRL,8.844
2019,NZL,5.996
2020,NZL,5.59
2021,NZL,5.893
2022,NZL,5.485
2023,NZL,5.329
2022,NOR,0.0496036344135194
2019,BEL,4.175
2020,BEL,4.087
2021,BEL,5.301
2022,BEL,4.453
2023,BEL,3.459
2019,JPN,13.636
2020,JPN,13.158
2021,JPN,12.821
2022,JPN,12.676
2023,JPN,13.699
2019,JPN,12.33
2020,JPN,12.399
2021,JPN,12.332
2022,JPN,12.136
2023,JPN,11.711
2019,EST,1.367
2020,EST,1.509
2021,EST,1.177
2022,EST,1.405
2023,EST,1.595
2019,AUS,11.522
2020,AUS,11.968
2021,AUS,12.054
2022,AUS,11.864
2023,AUS,11.738
2019,CHL,6.301
2020,CHL,6.0
2021,CHL,6.062
2022,CHL,6.201
2023,CHL,6.408
2019,HUN,12.494
2020,HUN,11.868
2021,HUN,11.696
2022,HUN,11.538
2023,HUN,11.618
2019,USA,1.442
2020,USA,1.681
2021,USA,1.469
2022,USA,1.44
2023,USA,1.406
2019,EU19OECD,5.1
2020,EU19OECD,5.252
2021,EU19OECD,5.597
2022,EU19OECD,6.272
2023,EU19OECD,6.46
2019,IND,1.246
2020,IND,2.007
2021,IND,1.847
2022,IND,2.744
2023,IND,1.877
2019,KOR,6.054
2020,KOR,5.887
2021,KOR,5.762
2022,KOR,5.597
2023,KOR,5.467
2019,JPN,8.202
2020,JPN,8.172
2021,JPN,8.166
2022,JPN,8.327
2023,JPN,8.466
2019,ISL,20.226
2020,ISL,16.936
2021,ISL,14.343
2022,ISL,14.163
2023,ISL,17.562
2019,BRA,7.516
2020,BRA,7.532
2021,BRA,7.536
2022,BRA,7.531
2023,BRA,7.525
2019,CYP,0.77
2020,CYP,0.731
2021,CYP,0.745
2022,CYP,0.54
2023,CYP,0.92
2019,GRC,6.264
2020,GRC,6.367
2021,GRC,6.496
2022,GRC,6.756
2023,GRC,6.836
2019,HUN,11.746
2020,HUN,12.346
2021,HUN,12.756
2022,HUN,12.938
2023,HUN,12.928
2019,GRC,12.779
2020,GRC,11.704
2021,GRC,8.832
2022,GRC,10.834
2023,GRC,13.947
2019,SVK,6.449
2020,SVK,6.662
2021,SVK,6.806
2022,SVK,6.92
2023,SVK,6.957
2019,ROU,1.962
2020,ROU,1.828
2021,ROU,0.793
2022,ROU,0.718
2023,ROU,0.766
2019,E,2.31951109911966
2020,E,2.06318172052988
2021,E,2.09647151057507
2022,E,2.31419611282892
2019,OECD,11.127
2020,OECD,11.15
2021,OECD,11.158
2022,OECD,11.162
2023,OECD,11.081
2019,BRA,0.858
2020,BRA,0.523
2021,BRA,0.678
2022,BRA,0.674
2023,BRA,0.915
2019,MKD,0.928
2020,MKD,1.282
2019,EU19OECD,9.717
2020,EU19OECD,9.532
2021,EU19OECD,9.453
2022,EU19OECD,9.494
2023,EU19OECD,9.563
2019,BRA,15.287
2020,BRA,14.842
2021,BRA,14.279
2022,BRA,13.856
2023,BRA,14.21
2019,JPN,8.647
2020,JPN,8.449
2021,JPN,8.283
2022,JPN,8.3
2023,JPN,8.211
2019,EST,6.196
2020,EST,6.211
2021,EST,6.357
2022,EST,6.381
2023,EST,6.36
2019,BEL,12.983
2020,BEL,12.813
2021,BEL,12.757
2022,BEL,12.558
2023,BEL,12.387
2019,CRI,0.729
2020,CRI,0.935
2021,CRI,0.899
2022,CRI,0.728
2023,CRI,0.409
2019,IRL,9.001
2020,IRL,9.068
2021,IRL,9.054
2022,IRL,9.065
2023,IRL,9.01
2019,CHL,0.146
2020,CHL,0.058
2021,CHL,0.046
2022,CHL,0.201
2023,CHL,0.085
2019,GRC,6.337
2020,GRC,6.524
2021,GRC,7.267
2022,GRC,7.378
2023,GRC,7.077
2019,SVN,12.633
2020,SVN,12.497
2021,SVN,11.793
2022,SVN,11.433
2023,SVN,11.031
2019,EST,8.993
2020,EST,8.262
2021,EST,7.684
2022,EST,7.284
2023,EST,6.942
2019,E,2.16984788267465
2020,E,2.30060791360412
2021,E,2.96034708887268
2022,E,2.99558492088537
2019,IDN,0.0835308725291976
2019,EU27,10.74
2020,EU27,10.396
2021,EU27,10.274
2022,EU27,10.327
2023,EU27,10.108
2019,EST,11.625
2020,EST,11.882
2021,EST,11.823
2022,EST,11.558
2023,EST,11.475
2019,LUX,0.0218589688948486
2020,LUX,0.0554868858925603
2021,LUX,0.104995982430913
2022,LUX,0.0591904423993828
2019,CRI,4.976
2020,CRI,4.823
2021,CRI,5.927
2022,CRI,6.381
2023,CRI,5.001
2019,CHE,0.209079429589568
2020,CHE,0.181639986090545
2021,CHE,0.198183479497057
2022,CHE,0.170315349585564
2019,EU22OECD,5.478
2020,EU22OECD,5.729
2021,EU22OECD,5.925
2022,EU22OECD,5.962
2023,EU22OECD,5.94
2019,IND,2.609
2020,IND,2.296
2021,IND,2.55
2022,IND,2.327
2023,IND,2.718
2019,EU19OECD,11.789
2020,EU19OECD,11.61
2021,EU19OECD,11.487
2022,EU19OECD,11.353
2023,EU19OECD,11.256
2019,HRV,7.411
2020,HRV,7.745
2021,HRV,7.283
2022,HRV,7.342
2023,HRV,6.565
2019,MKD,10.215
2020,MKD,11.015
2019,EST,7.45
2020,EST,7.43
2021,EST,7.534
2022,EST,7.513
2023,EST,7.678
2019,GBR,11.301
2020,GBR,11.51
2021,GBR,11.62
2022,GBR,12.6
2023,GBR,12.903
2019,BEL,0.558
2020,BEL,0.602
2021,BEL,0.603
2022,BEL,0.667
2023,BEL,0.759
2019,CAN,11.154
2020,CAN,11.438
2021,CAN,11.494
2022,CAN,11.727
2023,CAN,11.927
2019,CHE,5.215
2020,CHE,5.197
2021,CHE,5.216
2022,CHE,5.067
2023,CHE,5.091
2019,OECD,8.48
2020,OECD,8.406
2021,OECD,8.36
2022,OECD,8.28
2023,OECD,8.241
2019,EU19OECD,4.428
2020,EU19OECD,4.469
2021,EU19OECD,5.01
2022,EU19OECD,5.865
2023,EU19OECD,5.704
2019,MKD,5.853
2020,MKD,5.44
2019,JPN,9.401
2020,JPN,9.636
2021,JPN,9.597
2022,JPN,9.782
2023,JPN,10.066
2019,IRL,9.926
2020,IRL,9.767
2021,IRL,9.505
2022,IRL,9.803
2023,IRL,9.799
2019,FRA,13.4
2020,FRA,13.314
2021,FRA,12.715
2022,FRA,12.269
2023,FRA,11.973
2019,BGR,12.773
2020,BGR,12.497
2021,BGR,12.63
2022,BGR,12.194
2023,BGR,12.254
2019,MKD,14.35
2020,MKD,14.141
2019,IDN,11.526
2019,G7,7.932
2020,G7,7.812
2021,G7,7.687
2022,G7,7.453
2023,G7,7.489
2019,KOR,7.749
2020,KOR,8.765
2021,KOR,8.696
2022,KOR,7.038
2023,KOR,7.492
2019,TUR,4.932
2020,TUR,4.14
2021,TUR,4.285
2022,TUR,4.501
2023,TUR,4.875
2019,HUN,13.256
2020,HUN,13.939
2021,HUN,14.727
2022,HUN,15.232
2023,HUN,15.46
2019,AUT,7.39
2020,AUT,7.632
2021,AUT,7.837
2022,AUT,8.025
2023,AUT,8.238
2019,IND,8.68
2020,IND,8.719
2021,IND,8.761
2022,IND,8.345
2023,IND,7.89
2019,LTU,10.947
2020,LTU,8.568
2021,LTU,7.856
2022,LTU,11.099
2023,LTU,12.411
2019,KOR,2.098
2020,KOR,2.333
2021,KOR,2.557
2022,KOR,2.77
2023,KOR,2.948
2019,GRC,1.946
2020,GRC,2.229
2021,GRC,2.41
2022,GRC,2.408
2023,GRC,2.445
2019,CZE,9.886
2020,CZE,9.516
2021,CZE,9.005
2022,CZE,8.503
2023,CZE,8.957
2019,ARG,2.949
2020,ARG,2.456
2021,ARG,2.499
2022,ARG,2.53
2023,ARG,2.833
2019,EU27,0.066
2020,EU27,0.063
2021,EU27,0.044
2022,EU27,0.053
2023,EU27,0.058
2019,ZAF,2.123
2020,ZAF,2.125
2021,ZAF,1.934
2022,ZAF,1.84
2023,ZAF,1.982
2019,MKD,3.155
2020,MKD,3.156
2019,RUS,18.32
2020,RUS,15.914
2021,RUS,17.138
2022,RUS,17.804
2019,E,12.7010823826216
2020,E,12.6368382860627
2021,E,12.4664408214945
2022,E,12.3392951475575
2021,MLT,0.0189419134538996
2019,HRV,0.234
2020,HRV,0.192
2021,HRV,0.121
2022,HRV,0.188
2023,HRV,0.102
2019,SVK,15.752
2020,SVK,14.123
2021,SVK,15.466
2022,SVK,15.558
2023,SVK,13.572
2019,NZL,7.871
2020,NZL,8.003
2021,NZL,8.276
2022,NZL,8.618
2023,NZL,8.794
2019,PRT,6.165
2020,PRT,5.736
2021,PRT,5.794
2022,PRT,5.74
2023,PRT,6.246
2019,TUR,3.659
2020,TUR,3.664
2021,TUR,3.703
2022,TUR,3.781
2023,TUR,4.007
2019,COL,4.419
2020,COL,4.451
2021,COL,4.502
2022,COL,4.76
2023,COL,5.123
2019,ITA,14.729
2020,ITA,15.002
2021,ITA,14.851
2022,ITA,14.815
2023,ITA,14.757
2019,POL,14.522
2020,POL,14.953
2021,POL,15.199
2022,POL,14.78
2023,POL,14.351
2019,BGR,5.471
2020,BGR,5.461
2021,BGR,5.562
2022,BGR,5.166
2023,BGR,5.347
2019,JPN,9.381
2020,JPN,9.655
2021,JPN,9.658
2022,JPN,9.868
2023,JPN,10.17
2019,KOR,20.696
2020,KOR,21.006
2021,KOR,20.451
2022,KOR,20.358
2023,KOR,21.499
2019,ISR,8.828
2020,ISR,8.992
2021,ISR,9.308
2022,ISR,9.87
2023,ISR,10.032
2019,FRA,8.041
2020,FRA,7.946
2021,FRA,7.899
2022,FRA,7.908
2023,FRA,7.928
2019,PRT,14.406
2020,PRT,17.537
2021,PRT,19.631
2022,PRT,17.663
2023,PRT,19.487
2019,E,9.24085598297677
2020,E,9.19727076351782
2021,E,8.48204128387886
2022,E,8.20863411116558
2019,BRA,22.092
2020,BRA,21.776
2021,BRA,21.399
2022,BRA,21.659
2023,BRA,18.882
2019,USA,11.06
2020,USA,11.22
2021,USA,11.221
2022,USA,11.191
2023,USA,11.204
2019,EST,3.72
2020,EST,3.847
2021,EST,3.691
2022,EST,3.915
2023,EST,4.043
2019,CRI,8.914
2020,CRI,8.474
2021,CRI,8.799
2022,CRI,8.388
2023,CRI,9.048
2019,SVK,7.956
2020,SVK,7.834
2021,SVK,7.73
2022,SVK,7.654
2023,SVK,7.513
2019,SVN,11.095
2020,SVN,11.3
2021,SVN,11.318
2022,SVN,11.755
2023,SVN,11.765
2019,ISL,2.188
2020,ISL,2.936
2021,ISL,5.057
2022,ISL,6.195
2023,ISL,3.378
2019,EST,13.156
2020,EST,14.327
2021,EST,12.698
2022,EST,17.484
2023,EST,13.098
2019,CZE,6.636
2020,CZE,6.388
2021,CZE,6.391
2022,CZE,6.677
2023,CZE,6.604
2019,LTU,0.0478990792291765
2020,LTU,0.0591800703828961
2021,LTU,0.0408808120528165
2022,LTU,0.0267276421160708
2019,ARG,7.576
2020,ARG,5.058
2021,ARG,8.347
2022,ARG,7.84
2023,ARG,7.961
2019,E,10.5589809577419
2020,E,10.4001610666854
2021,E,10.3293764056689
2022,E,10.1488567806975
2019,EU22OECD,7.646
2020,EU22OECD,7.764
2021,EU22OECD,7.813
2022,EU22OECD,7.877
2023,EU22OECD,7.957
2021,NOR,0.847
2022,NOR,0.378
2023,NOR,0.386
2019,SVN,15.009
2020,SVN,15.566
2021,SVN,15.964
2022,SVN,15.801
2023,SVN,15.117
2019,KOR,3.897
2020,KOR,4.046
2021,KOR,4.21
2022,KOR,4.561
2023,KOR,4.685
2019,ISL,9.045
2020,ISL,12.24
2021,ISL,8.494
2022,ISL,7.143
2023,ISL,6.553
2019,CHE,1.887
2020,CHE,1.692
2021,CHE,1.692
2022,CHE,1.74
2023,CHE,1.95
2019,IND,4.637
2020,IND,4.988
2021,IND,4.59
2022,IND,4.854
2023,IND,4.978
2019,OECD,10.632
2020,OECD,11.202
2021,OECD,11.145
2022,OECD,10.779
2023,OECD,11.153
2019,BRA,11.696
2020,BRA,12.167
2021,BRA,12.143
2022,BRA,12.236
2023,BRA,12.351
2019,BEL,1.298
2020,BEL,1.081
2021,BEL,1.188
2022,BEL,1.6
2023,BEL,1.601
2019,ISR,11.742
2020,ISR,12.072
2021,ISR,12.162
2022,ISR,11.666
2023,ISR,11.338
2019,NLD,7.565
2020,NLD,7.276
2021,NLD,7.113
2022,NLD,7.403
2023,NLD,7.315
2019,CAN,2.933
2020,CAN,2.868
2021,CAN,3.018
2022,CAN,3.109
2023,CAN,3.207
2019,CAN,10.95
2020,CAN,11.082
2021,CAN,11.162
2022,CAN,11.346
2023,CAN,11.365
2019,AUS,3.86
2020,AUS,3.928
2021,AUS,4.038
2022,AUS,3.992
2023,AUS,4.143
2019,ISR,7.623
2020,ISR,7.692
2021,ISR,7.886
2022,ISR,7.772
2023,ISR,7.549
2019,CRI,5.951
2020,CRI,6.423
2021,CRI,5.597
2022,CRI,6.316
2023,CRI,5.765
2019,CZE,15.288
2020,CZE,16.428
2021,CZE,17.24
2022,CZE,17.511
2023,CZE,17.233
2019,DEU,0.361
2020,DEU,0.351
2021,DEU,0.359
2022,DEU,0.387
2023,DEU,0.375
2019,FIN,7.569
2020,FIN,7.87
2021,FIN,7.875
2022,FIN,8.152
2023,FIN,8.439
2021,EST,3.8544650505285
2022,EST,3.93607370852216
2019,ISL,4.785
2020,ISL,4.623
2021,ISL,4.628
2022,ISL,4.483
2023,ISL,4.592
2019,CAN,10.772
2020,CAN,10.895
2021,CAN,10.924
2022,CAN,11.146
2023,CAN,11.132
2019,NOR,11.176
2020,NOR,11.188
2021,NOR,10.828
2022,NOR,10.691
2023,NOR,10.891
2019,POL,1.34
2020,POL,1.451
2021,POL,1.538
2022,POL,1.548
2023,POL,1.441
2019,E,7.72167030121998
2020,E,7.72527350269751
2021,E,7.70268206992646
2022,E,7.70900210682061
2019,ARG,12.608
2020,ARG,13.78
2021,ARG,13.567
2022,ARG,13.599
2023,ARG,12.866
2019,ARG,6.945
2020,ARG,6.019
2021,ARG,6.912
2022,ARG,7.303
2023,ARG,7.513
2019,ARG,2.793
2020,ARG,2.883
2021,ARG,2.568
2022,ARG,3.083
2023,ARG,2.8
2019,ZAF,6.084
2020,ZAF,6.182
2021,ZAF,6.352
2022,ZAF,6.578
2023,ZAF,6.821
2019,JPN,6.138
2020,JPN,6.183
2021,JPN,6.15
2022,JPN,5.968
2023,JPN,6.035
2019,KOR,6.206
2020,KOR,7.505
2021,KOR,7.706
2022,KOR,5.245
2023,KOR,7.287
2019,IND,12.937
2020,IND,12.618
2021,IND,12.463
2022,IND,12.931
2023,IND,12.653
2019,E,5.47595098226151
2020,E,5.71443180613954
2021,E,5.87468684681239
2022,E,5.93771538982008
2019,MLT,4.327
2020,MLT,4.893
2021,MLT,4.148
2022,MLT,4.042
2023,MLT,4.447
2019,IDN,9.286
2019,GRC,6.924
2020,GRC,7.346
2021,GRC,7.885
2022,GRC,7.474
2023,GRC,6.964
2019,NOR,3.87
2020,NOR,3.741
2021,NOR,4.346
2022,NOR,5.053
2023,NOR,5.321
2019,NZL,8.32
2020,NZL,8.088
2021,NZL,7.854
2022,NZL,7.618
2023,NZL,7.395
2019,CRI,12.119
2020,CRI,12.544
2021,CRI,13.067
2022,CRI,14.161
2023,CRI,13.088
2019,ISL,11.195
2020,ISL,11.057
2021,ISL,11.163
2022,ISL,12.197
2023,ISL,12.734
2019,ROU,4.131
2020,ROU,4.09
2021,ROU,3.218
2022,ROU,3.432
2023,ROU,3.869
2019,NOR,11.485
2020,NOR,11.55
2021,NOR,11.578
2022,NOR,11.643
2023,NOR,11.777
2019,ROU,2.262
2020,ROU,2.039
2021,ROU,0.642
2022,ROU,0.614
2023,ROU,0.595
2019,COL,9.34
2020,COL,9.182
2021,COL,9.38
2022,COL,9.415
2023,COL,9.368
2019,RUS,0.123
2020,RUS,0.192
2021,RUS,0.167
2022,RUS,0.101
2019,EU27,2.041
2020,EU27,1.98
2021,EU27,1.988
2022,EU27,2.161
2023,EU27,2.216
2019,IND,17.438
2020,IND,16.346
2021,IND,16.49
2022,IND,16.15
2023,IND,16.308
2019,CAN,10.113
2020,CAN,9.84
2021,CAN,9.754
2022,CAN,9.799
2023,CAN,9.631
2019,DNK,17.543
2020,DNK,17.545
2021,DNK,16.407
2022,DNK,19.866
2023,DNK,20.016
2019,LVA,10.799
2020,LVA,7.964
2021,LVA,10.542
2022,LVA,11.522
2023,LVA,9.518
2019,CYP,11.864
2020,CYP,12.176
2021,CYP,12.81
2022,CYP,12.798
2023,CYP,12.431
2019,ARG,9.99
2020,ARG,10.808
2021,ARG,10.366
2022,ARG,10.064
2023,ARG,9.905
2019,G7,0.13299085943763
2020,G7,0.226627114096879
2021,G7,0.110629801724652
2022,G7,0.127310735745728
2019,COL,0.00908239831207121
2020,COL,0.0372968831901939
2021,COL,0.0189483657034581
2022,COL,0.000667289470172161
2019,ROU,4.5
2020,ROU,4.886
2021,ROU,5.201
2022,ROU,5.335
2023,ROU,5.755
2019,POL,6.33087121750433
2020,POL,6.21366999575902
2021,POL,6.18493645882529
2022,POL,6.04687773824354
2021,ROU,0.081
2022,ROU,0.068
2023,ROU,0.072
2019,BGR,13.931
2020,BGR,14.056
2021,BGR,13.785
2022,BGR,13.34
2023,BGR,13.102
2019,NZL,8.029
2020,NZL,7.901
2021,NZL,7.707
2022,NZL,7.515
2023,NZL,7.433
2019,LUX,9.285
2020,LUX,9.338
2021,LUX,9.961
2022,LUX,10.091
2023,LUX,9.583
2019,KOR,6.107
2020,KOR,5.667
2021,KOR,5.294
2022,KOR,5.099
2023,KOR,5.142
2019,ISL,3.192
2020,ISL,3.159
2021,ISL,3.736
2022,ISL,3.729
2023,ISL,3.708
2019,NOR,8.439
2020,NOR,8.522
2021,NOR,8.038
2022,NOR,8.339
2023,NOR,8.188
2019,ITA,9.754
2020,ITA,9.626
2021,ITA,9.72
2022,ITA,9.82
2023,ITA,9.894
2019,SVK,12.612
2020,SVK,12.367
2021,SVK,12.837
2022,SVK,12.549
2023,SVK,12.161
2019,ISR,1.199
2020,ISR,1.63
2021,ISR,2.125
2022,ISR,2.365
2023,ISR,1.896
2019,LVA,12.755
2020,LVA,12.858
2021,LVA,13.027
2022,LVA,13.789
2023,LVA,13.907
2019,FIN,1.639
2020,FIN,1.541
2021,FIN,1.692
2022,FIN,2.239
2023,FIN,2.407
2019,SVN,9.48
2020,SVN,9.338
2021,SVN,7.854
2022,SVN,7.851
2023,SVN,8.128
2019,SWE,6.547
2020,SWE,7.676
2021,SWE,8.321
2022,SWE,7.194
2023,SWE,6.758
2019,LTU,9.172
2020,LTU,12.292
2021,LTU,12.66
2022,LTU,9.36
2023,LTU,7.447
2019,HRV,4.085
2020,HRV,4.093
2021,HRV,4.097
2022,HRV,4.096
2023,HRV,4.156
2019,IRL,2.633
2020,IRL,2.379
2021,IRL,3.244
2022,IRL,3.694
2023,IRL,3.714
2019,LUX,4.724
2020,LUX,4.238
2021,LUX,4.831
2022,LUX,5.327
2023,LUX,3.71
2019,LVA,13.68
2020,LVA,13.429
2021,LVA,13.662
2022,LVA,12.996
2023,LVA,12.3
2019,ISR,1.186
2020,ISR,0.833
2021,ISR,0.71
2022,ISR,0.96
2023,ISR,0.746
2019,COL,3.191
2020,COL,2.902
2021,COL,2.56
2022,COL,2.53
2023,COL,2.592
2019,USA,7.393
2020,USA,8.249
2021,USA,8.08
2022,USA,7.13
2023,USA,6.585
2019,GRC,7.559
2020,GRC,7.672
2021,GRC,8.556
2022,GRC,8.532
2023,GRC,9.125
2019,TUR,5.053
2020,TUR,4.054
2021,TUR,4.034
2022,TUR,4.044
2023,TUR,4.374
2019,LVA,11.58
2020,LVA,11.461
2021,LVA,11.166
2022,LVA,10.872
2023,LVA,10.686
2019,FRA,9.412
2020,FRA,8.605
2021,FRA,9.152
2022,FRA,7.611
2023,FRA,8.122
2019,KOR,9.409
2020,KOR,9.014
2021,KOR,8.565
2022,KOR,8.092
2023,KOR,7.718
2019,POL,10.961
2020,POL,10.285
2021,POL,10.277
2022,POL,9.873
2023,POL,9.654
2019,IRL,3.107
2020,IRL,3.549
2021,IRL,6.52
2022,IRL,1.731
2019,GBR,9.459
2020,GBR,9.096
2021,GBR,9.903
2022,GBR,9.94
2023,GBR,10.789
2019,CHE,13.13
2020,CHE,13.201
2021,CHE,12.76
2022,CHE,11.821
2023,CHE,14.751
2019,POL,15.175
2020,POL,15.241
2021,POL,15.334
2022,POL,15.719
2023,POL,15.627
2019,OECD,8.247
2020,OECD,8.207
2021,OECD,8.203
2022,OECD,8.263
2023,OECD,8.237
2019,EU27,7.737
2020,EU27,7.807
2021,EU27,7.84
2022,EU27,7.881
2023,EU27,7.949
2019,EU19OECD,7.947
2020,EU19OECD,7.775
2021,EU19OECD,7.755
2022,EU19OECD,7.682
2023,EU19OECD,7.655
2019,EU22OECD,12.032
2020,EU22OECD,11.88
2021,EU22OECD,11.81
2022,EU22OECD,11.638
2023,EU22OECD,11.551
2019,ZAF,2.604
2020,ZAF,2.063
2021,ZAF,2.118
2022,ZAF,2.931
2023,ZAF,2.961
2019,EU27,3.73712180780836
2020,EU27,3.89985014918207
2021,EU27,4.97206713038208
2022,EU27,5.01043304885753
2019,EU22OECD,0.0468377542804588
2020,EU22OECD,0.0496957108666288
2021,EU22OECD,0.0535553976969778
2022,EU22OECD,0.0556060017537921
2019,COL,6.615
2020,COL,8.191
2021,COL,6.931
2022,COL,6.637
2023,COL,6.55
2019,LUX,1.115
2020,LUX,0.939
2021,LUX,1.202
2022,LUX,1.282
2023,LUX,0.984
2019,CHL,4.909
2020,CHL,5.666
2021,CHL,5.804
2022,CHL,6.279
2023,CHL,6.684
